3	A01	NaN
3	A02	NaN
3	A03	NaN
3	A04	NaN
3	A05	NaN
3	A06	NaN
3	A07	NaN
3	A08	NaN
3	A09	NaN
3	A10	NaN
3	A11	NaN
3	A12	NaN
3	A13	NaN
3	A14	NaN
3	A15	NaN
3	A16	NaN
3	A17	NaN
3	A18	NaN
3	A19	NaN
3	A20	NaN
3	A21	NaN
3	A22	NaN
3	A23	NaN
3	A24	NaN
3	B01	NaN
3	B02	160720.497002
3	B03	158951.299003
3	B04	156020.39126
3	B05	169573.531646
3	B06	133916.087811
3	B07	148466.278667
3	B08	188421.266216
3	B09	138189.533049
3	B10	147098.043062
3	B11	165500.263936
3	B12	170279.617956
3	B13	140673.677156
3	B14	170931.039062
3	B15	151181.087349
3	B16	96657.111898
3	B17	130644.29634
3	B18	127461.334559
3	B19	142360.104218
3	B20	154819.056818
3	B21	134887.031315
3	B22	140815.283854
3	B23	129087.816158
3	B24	NaN
3	C01	NaN
3	C02	170689.177013
3	C03	172757.990074
3	C04	166725.805658
3	C05	141450.921818
3	C06	157457.127295
3	C07	132742.182727
3	C08	154257.043478
3	C09	155026.924464
3	C10	243339.34629
3	C11	137284.097529
3	C12	130835.300537
3	C13	144941.739892
3	C14	152032.581208
3	C15	147125.360845
3	C16	138892.441176
3	C17	138177.948324
3	C18	140034.671053
3	C19	155499.771889
3	C20	140059.12704
3	C21	147302.582654
3	C22	163730.831325
3	C23	261810.669107
3	C24	NaN
3	D01	NaN
3	D02	152815.01983
3	D03	149565.295833
3	D04	161626.78733
3	D05	163813.57754
3	D06	167430.015259
3	D07	127503.135922
3	D08	136441.656762
3	D09	165343.447407
3	D10	171805.650358
3	D11	264544.617756
3	D12	147826.47914
3	D13	142285.497047
3	D14	123623.289708
3	D15	121488.541209
3	D16	189254.346216
3	D17	140634.001208
3	D18	162325.585714
3	D19	136131.892754
3	D20	136817.28145
3	D21	138994.542358
3	D22	148081.044372
3	D23	143651.660213
3	D24	NaN
3	E01	NaN
3	E02	162336.836165
3	E03	169720.995647
3	E04	198165.376506
3	E05	132559.191721
3	E06	169878.793578
3	E07	129787.407634
3	E08	169472.574194
3	E09	164195.468493
3	E10	151969.493913
3	E11	171544.542181
3	E12	151023.811816
3	E13	140267.4075
3	E14	135967.875897
3	E15	140612.64854
3	E16	148404.516204
3	E17	140443.057211
3	E18	148183.690931
3	E19	166722.216763
3	E20	136207.860285
3	E21	164303.576708
3	E22	129008.353293
3	E23	280243.50134
3	E24	NaN
3	F01	NaN
3	F02	157698.520952
3	F03	178680.807805
3	F04	166948.122162
3	F05	120013.838043
3	F06	184827.011211
3	F07	213373.230032
3	F08	165879.667602
3	F09	292756.43022
3	F10	134244.642276
3	F11	279443.838906
3	F12	341917.533981
3	F13	175029.610526
3	F14	152172.304965
3	F15	148782.641676
3	F16	153143.317132
3	F17	167637.06513
3	F18	159078.634941
3	F19	152186.114341
3	F20	156070.973923
3	F21	166016.654977
3	F22	152798.727016
3	F23	62255.9751295
3	F24	NaN
3	G01	NaN
3	G02	159859.788187
3	G03	144194.532751
3	G04	171746.711155
3	G05	183872.212435
3	G06	138626.416667
3	G07	148150.520035
3	G08	140234.52982
3	G09	269998.357907
3	G10	151831.130841
3	G11	135082.475309
3	G12	134732.038278
3	G13	160204.203956
3	G14	150773.650042
3	G15	139612.466498
3	G16	260364.735577
3	G17	148842.205966
3	G18	160451.085006
3	G19	150667.906907
3	G20	146215.658564
3	G21	139690.465403
3	G22	171536.804124
3	G23	195241.459231
3	G24	NaN
3	H01	NaN
3	H02	155536.685243
3	H03	171803.265891
3	H04	180567.823985
3	H05	177022.858471
3	H06	144963.389988
3	H07	173835.14683
3	H08	142292.873989
3	H09	143867.141125
3	H10	141368.454981
3	H11	125389.15869
3	H12	112593.63674
3	H13	140544.502171
3	H14	150537.624242
3	H15	131408.873888
3	H16	130547.935211
3	H17	172554.488796
3	H18	125070.102113
3	H19	169650.973545
3	H20	148440.732777
3	H21	148346.152999
3	H22	159411.606183
3	H23	141437.386207
3	H24	NaN
3	I01	NaN
3	I02	224863.562771
3	I03	158747.557789
3	I04	162903.80943
3	I05	163736.920935
3	I06	133401.03805
3	I07	195325.003231
3	I08	232881.879217
3	I09	128355.810717
3	I10	121266.147708
3	I11	130731.540154
3	I12	210576.06012
3	I13	174455.648876
3	I14	219131.850694
3	I15	136983.121137
3	I16	140370.280467
3	I17	121704.522876
3	I18	152198.620833
3	I19	115117.865169
3	I20	130133.878816
3	I21	131852.271489
3	I22	177477.890625
3	I23	280108.805142
3	I24	NaN
3	J01	NaN
3	J02	168241.465875
3	J03	175431.926199
3	J04	161093.342727
3	J05	128099.118873
3	J06	158131.204465
3	J07	154867.155383
3	J08	133203.306283
3	J09	145605.52512
3	J10	148306.358209
3	J11	194767.473333
3	J12	144190.856566
3	J13	155770.60343
3	J14	150227.523529
3	J15	167974.877809
3	J16	151752.730924
3	J17	149507.342227
3	J18	156747.551724
3	J19	146369.788856
3	J20	143865.365183
3	J21	150991.515695
3	J22	141925.171397
3	J23	121091.365775
3	J24	NaN
3	K01	NaN
3	K02	132820.584106
3	K03	162372.064211
3	K04	162935.460847
3	K05	148463.815873
3	K06	161273.410217
3	K07	149115.756371
3	K08	175889.231707
3	K09	205459.824345
3	K10	156083.821497
3	K11	142515.0887
3	K12	145767.70845500001
3	K13	192477.944272
3	K14	636471.135211
3	K15	159188.609929
3	K16	173178.340034
3	K17	166498.91299
3	K18	143805.67233
3	K19	133530.061356
3	K20	132710.245972
3	K21	152737.28005
3	K22	146507.4375
3	K23	323543.029909
3	K24	NaN
3	L01	NaN
3	L02	180593.726852
3	L03	295757.435696
3	L04	124131.260121
3	L05	144276.349353
3	L06	152400.093501
3	L07	137110.448677
3	L08	129770.606167
3	L09	158462.772784
3	L10	260331.573585
3	L11	157018.03023
3	L12	180991.984848
3	L13	151563.818182
3	L14	396086.209091
3	L15	202433.564103
3	L16	157766.661538
3	L17	146547.725895
3	L18	154896.43975
3	L19	118352.088404
3	L20	161863.349164
3	L21	118027.254459
3	L22	141906.786621
3	L23	126524.558429
3	L24	NaN
3	M01	NaN
3	M02	170088.621192
3	M03	148640.08324
