file_name	synthego_barcode	mother_barcode	source_barcode	mother_well	daughter_barcode	dest_barcode	plate	imaging_barcode	imaging_well	gene_symbol
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	K17	HT000645	dest_plate_1	1	HT001454	D14	FAAP24
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	K17	HT000645	dest_plate_1	1	HT001457	D14	FAAP24
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H17	HT000645	dest_plate_1	1	HT001451	B18	EXOSC10
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H17	HT000645	dest_plate_1	1	HT001454	B18	EXOSC10
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H17	HT000645	dest_plate_1	1	HT001457	B18	EXOSC10
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F17	HT000645	dest_plate_1	1	HT001451	O7	ESR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F17	HT000645	dest_plate_1	1	HT001454	O7	ESR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F17	HT000645	dest_plate_1	1	HT001457	O7	ESR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H18	HT000645	dest_plate_1	1	HT001451	N11	GIGYF2
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H18	HT000645	dest_plate_1	1	HT001454	N11	GIGYF2
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H18	HT000645	dest_plate_1	1	HT001457	N11	GIGYF2
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C18	HT000645	dest_plate_1	1	HT001451	L16	FANCM
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C18	HT000645	dest_plate_1	1	HT001454	L16	FANCM
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C18	HT000645	dest_plate_1	1	HT001457	L16	FANCM
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	J18	HT000645	dest_plate_1	1	HT001451	I21	GMNC
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	J18	HT000645	dest_plate_1	1	HT001454	I21	GMNC
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	J18	HT000645	dest_plate_1	1	HT001457	I21	GMNC
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F18	HT000645	dest_plate_1	1	HT001451	C19	FMR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F18	HT000645	dest_plate_1	1	HT001454	C19	FMR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F18	HT000645	dest_plate_1	1	HT001457	C19	FMR1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	I18	HT000645	dest_plate_1	1	HT001451	C13	GLMN
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	I18	HT000645	dest_plate_1	1	HT001454	C13	GLMN
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	I18	HT000645	dest_plate_1	1	HT001457	C13	GLMN
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	M18	HT000645	dest_plate_1	1	HT001451	C14	GSK3A
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	M18	HT000645	dest_plate_1	1	HT001454	C14	GSK3A
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	M18	HT000645	dest_plate_1	1	HT001457	C14	GSK3A
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	O18	HT000645	dest_plate_1	1	HT001451	I12	GTF2H1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	O18	HT000645	dest_plate_1	1	HT001454	I12	GTF2H1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	O18	HT000645	dest_plate_1	1	HT001457	I12	GTF2H1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D18	HT000645	dest_plate_1	1	HT001451	B8	FBL
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D18	HT000645	dest_plate_1	1	HT001454	B8	FBL
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D18	HT000645	dest_plate_1	1	HT001457	B8	FBL
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	E19	HT000645	dest_plate_1	1	HT001451	C8	H1FNT
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	E19	HT000645	dest_plate_1	1	HT001454	C8	H1FNT
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	E19	HT000645	dest_plate_1	1	HT001457	C8	H1FNT
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C19	HT000645	dest_plate_1	1	HT001451	B10	GTF2H4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C19	HT000645	dest_plate_1	1	HT001454	B10	GTF2H4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	C19	HT000645	dest_plate_1	1	HT001457	B10	GTF2H4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G19	HT000645	dest_plate_1	1	HT001451	B14	H1FX
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G19	HT000645	dest_plate_1	1	HT001454	B14	H1FX
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G19	HT000645	dest_plate_1	1	HT001457	B14	H1FX
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L19	HT000645	dest_plate_1	1	HT001451	D17	H2AFV
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L19	HT000645	dest_plate_1	1	HT001454	D17	H2AFV
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L19	HT000645	dest_plate_1	1	HT001457	D17	H2AFV
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	K19	HT000645	dest_plate_1	1	HT001451	D10	H2AFJ
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	K19	HT000645	dest_plate_1	1	HT001454	D10	H2AFJ
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	K19	HT000645	dest_plate_1	1	HT001457	D10	H2AFJ
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B19	HT000645	dest_plate_1	1	HT001451	H15	GTF2H3
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B19	HT000645	dest_plate_1	1	HT001454	H15	GTF2H3
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B19	HT000645	dest_plate_1	1	HT001457	H15	GTF2H3
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F19	HT000645	dest_plate_1	1	HT001451	M19	H1FOO
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F19	HT000645	dest_plate_1	1	HT001454	M19	H1FOO
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F19	HT000645	dest_plate_1	1	HT001457	M19	H1FOO
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D19	HT000645	dest_plate_1	1	HT001451	N3	GTF2H5
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D19	HT000645	dest_plate_1	1	HT001454	N3	GTF2H5
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D19	HT000645	dest_plate_1	1	HT001457	N3	GTF2H5
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F20	HT000645	dest_plate_1	1	HT001451	H9	H3F3B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F20	HT000645	dest_plate_1	1	HT001454	H9	H3F3B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	F20	HT000645	dest_plate_1	1	HT001457	H9	H3F3B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H20	HT000645	dest_plate_1	1	HT001451	E8	HAT1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H20	HT000645	dest_plate_1	1	HT001454	E8	HAT1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H20	HT000645	dest_plate_1	1	HT001457	E8	HAT1
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G20	HT000645	dest_plate_1	1	HT001451	G16	H3F3C
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G20	HT000645	dest_plate_1	1	HT001454	G16	H3F3C
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	G20	HT000645	dest_plate_1	1	HT001457	G16	H3F3C
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N20	HT000645	dest_plate_1	1	HT001451	J10	HDAC4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N20	HT000645	dest_plate_1	1	HT001454	J10	HDAC4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N20	HT000645	dest_plate_1	1	HT001457	J10	HDAC4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L21	HT000645	dest_plate_1	1	HT001451	K16	HIST1H1B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L21	HT000645	dest_plate_1	1	HT001454	K16	HIST1H1B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	L21	HT000645	dest_plate_1	1	HT001457	K16	HIST1H1B
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H21	HT000645	dest_plate_1	1	HT001451	O21	HIPK4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H21	HT000645	dest_plate_1	1	HT001454	O21	HIPK4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	H21	HT000645	dest_plate_1	1	HT001457	O21	HIPK4
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B21	HT000645	dest_plate_1	1	HT001451	J13	HDAC6
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B21	HT000645	dest_plate_1	1	HT001454	J13	HDAC6
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B21	HT000645	dest_plate_1	1	HT001457	J13	HDAC6
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D21	HT000645	dest_plate_1	1	HT001451	E5	HDAC8
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D21	HT000645	dest_plate_1	1	HT001454	E5	HDAC8
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	D21	HT000645	dest_plate_1	1	HT001457	E5	HDAC8
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B22	HT000645	dest_plate_1	1	HT001451	F13	HIST1H1T
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B22	HT000645	dest_plate_1	1	HT001454	F13	HIST1H1T
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	B22	HT000645	dest_plate_1	1	HT001457	F13	HIST1H1T
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N22	HT000645	dest_plate_1	1	HT001451	D7	HIST1H3A
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N22	HT000645	dest_plate_1	1	HT001454	D7	HIST1H3A
Source_files/EPR_384_layout_set_1_qc.csv	set_1	HT000609	source_plate_1	N22	HT000645	dest_plate_1	1	HT001457	D7	HIST1H3A
