plate_index,well_index,row,column,cells_n,nuc_area,nuc_round,nuc_micronuclei_n,spots_561_n,spots_561_area,spots_561_int_mean,spots_561_int_sum
HT001454,D13,4,13,868,156.20219347,0.912671056523,0.216589861751,6.54608294931,188.671658986,829.623005667,156677.961982
HT001454,D14,4,14,839,169.434482637,0.901719155865,0.276519666269,8.2789034565,238.697258641,2248.96351176,539511.512515
HT001454,D15,4,15,1003,157.983527999,0.916381475699,0.273180458624,6.11266201396,176.249252243,903.257559144,164766.454636
HT001454,D16,4,16,934,152.172417986,0.911085629961,0.21199143469,6.05246252677,174.456102784,928.468989712,167122.947537
HT001454,D17,4,17,577,147.816578153,0.903417856593,0.334488734835,6.27902946274,180.889081456,907.102894321,167185.746967
HT001454,D18,4,18,529,166.867441104,0.914228252647,0.258979206049,5.87901701323,169.514177694,868.985316847,144054.060491
HT001454,D19,4,19,732,158.319404484,0.906458197871,0.21174863388,6.27459016393,180.837431694,776.093899887,145430.002732
HT001454,D20,4,20,846,158.224945177,0.907524470703,0.223404255319,5.75531914894,165.98108747,819.572690133,133651.864066
HT001454,D21,4,21,657,155.911046412,0.911317301694,0.211567732116,6.57534246575,189.427701674,848.386546185,170313.197869
HT001454,D22,4,22,490,168.771001788,0.905661036005,0.185714285714,6.32857142857,182.365306122,769.309329474,144598.732653
HT001454,D23,4,23,975,161.39533138,0.912565887096,0.230769230769,2.51487179487,72.5753846154,756.526506699,57637.44
HT001454,E2,5,2,925,155.716401726,0.913203054665,0.193513513514,6.33945945946,182.785945946,896.748854064,163196.223784
HT001454,E3,5,3,910,149.964769986,0.920224722625,0.182417582418,5.88351648352,169.515384615,1078.30522873,182709.735165
HT001454,E4,5,4,31,113.570169922,0.893207815205,0.225806451613,1.29032258065,37.064516129,782.846785873,28955.8709677
HT001454,E5,5,5,747,157.541511699,0.912408229901,0.254350736278,6.19812583668,178.62248996,858.255582561,145454.153949
HT001454,E6,5,6,740,156.799614534,0.912659109076,0.151351351351,6.13243243243,176.754054054,785.369166566,142844.989189
HT001454,E7,5,7,1122,157.805546953,0.914236877766,0.19073083779,6.35294117647,183.152406417,854.683789168,161224.83779
HT001454,E8,5,8,695,151.474679315,0.917812802284,0.220143884892,5.43165467626,156.582733813,800.621605067,128430.441727
HT001454,E9,5,9,869,163.566454292,0.909206199303,0.162255466053,6.1001150748,175.813578826,785.007127642,141784.575374
HT001454,E10,5,10,910,160.146067538,0.915014977079,0.273626373626,4.8978021978,141.214285714,785.893362763,109254.049451
HT001454,E11,5,11,367,179.997301326,0.907795713722,0.302452316076,5.64032697548,162.539509537,855.526441402,142782.370572
HT001454,E12,5,12,820,155.352579963,0.903937421662,0.189024390244,5.54268292683,159.656097561,844.873606273,138952.492683
HT001454,E13,5,13,640,154.867900266,0.898282278537,0.303125,6.20625,178.821875,867.357150233,154636.5125
HT001454,E14,5,14,935,155.471280506,0.908960265353,0.198930481283,6.65240641711,191.906951872,924.739933073,179197.547594
HT001454,E15,5,15,688,162.182036941,0.91494759117,0.375,6.75872093023,194.789244186,995.154303973,199912.485465
HT001454,E16,5,16,738,147.536324467,0.916177269073,0.271002710027,5.31029810298,153.093495935,708.711766966,116118.482385
HT001454,E17,5,17,823,156.193327867,0.913914915697,0.222357229648,5.70716889429,164.545565006,746.158272043,129837.984204
HT001454,E18,5,18,807,154.25506858,0.907782545877,0.247831474597,6.3258983891,182.224287485,887.695038749,156707.44114
HT001454,E19,5,19,616,161.963240507,0.910590726133,0.334415584416,4.89123376623,141.163961039,841.426764213,121725.542208
HT001454,E20,5,20,662,160.347925253,0.904682494143,0.274924471299,6.35951661631,183.178247734,792.025025857,152220.294562
HT001454,E21,5,21,622,167.805378762,0.919165738408,0.218649517685,5.89067524116,169.68488746,787.611914778,140705.115756
HT001454,E22,5,22,44,201.400679733,0.904573294476,0.454545454545,4.56818181818,131.431818182,1006.19998922,141759.75
HT001454,E23,5,23,653,161.925894841,0.899890410768,0.369065849923,7.18989280245,207.427258806,1771.54350941,382591.58193
HT001454,F2,6,2,779,161.329880771,0.918804617202,0.251604621309,6.68806161746,192.735558408,961.466803248,175965.178434
HT001454,F3,6,3,842,166.846797867,0.921392062969,0.19477434679300001,5.52375296912,159.29216152,989.861600863,157229.042755
HT001454,F4,6,4,665,166.056384464,0.914901969782,0.267669172932,6.12481203008,176.616541353,837.282374396,151870.237594
HT001454,F5,6,5,846,160.23773378,0.913285627953,0.183215130024,5.50591016548,158.715130024,789.521844398,131454.385343
HT001454,F6,6,6,1261,164.006788269,0.909459090305,0.252180808882,6.93735130849,199.982553529,865.709370471,172850.243458
HT001454,F7,6,7,690,173.627684793,0.91600046989,0.217391304348,6.14492753623,177.084057971,802.847782876,148200.247826
HT001454,F8,6,8,1169,158.975347675,0.90959092576,0.180496150556,6.40718562874,184.758768178,783.723757077,146253.867408
HT001454,F9,6,9,686,156.839697108,0.914431201512,0.320699708455,4.53935860058,131.013119534,825.123721165,114820.793003
HT001454,F10,6,10,896,160.232804812,0.911542899697,0.193080357143,6.75558035714,194.574776786,733.648006839,144329.988839
HT001454,F11,6,11,692,162.517738022,0.916939550958,0.232658959538,6.72543352601,193.841040462,905.514845001,174136.322254
HT001454,F12,6,12,755,155.385020529,0.913660029643,0.292715231788,6.32052980132,182.18410596,841.57678597,161411.445033
HT001454,F13,6,13,666,161.073522332,0.917743417434,0.196696696697,6.84084084084,197.093093093,818.545697642,166320.232733
HT001454,F14,6,14,948,161.669524642,0.918040779901,0.243670886076,6.15084388186,177.349156118,734.982252471,135757.834388
HT001454,F15,6,15,866,158.411904602,0.916212453235,0.200923787529,6.13048498845,176.75404157,819.990724732,144775.56582
HT001454,F16,6,16,786,156.820391065,0.914411834418,0.30534351145,6.60559796438,190.400763359,842.509883089,161033.408397
HT001454,F17,6,17,1004,163.959371706,0.913235044952,0.286852589641,6.15637450199,177.465139442,955.892372391,165599.567729
HT001454,F18,6,18,588,160.345757144,0.902516608924,0.391156462585,6.10714285714,175.943877551,822.937340382,150141.168367
HT001454,F19,6,19,888,156.819606029,0.911926491626,0.177927927928,5.81081081081,167.505630631,801.983525032,136679.818694
HT001454,F20,6,20,551,166.040673308,0.921885185556,0.223230490018,6.56624319419,189.228675136,894.204358351,168756.128857
HT001454,F21,6,21,985,161.606596211,0.913609266812,0.23654822335,6.69746192893,193.087309645,881.735167793,163940.928934
HT001454,F22,6,22,673,168.875947956,0.919044521162,0.178306092125,6.52600297177,188.175334324,809.1785771,158920.481426
HT001454,F23,6,23,490,158.961646325,0.914771640075,0.318367346939,2.33265306122,67.2918367347,659.480030331,46882.9204082
HT001454,G2,7,2,705,158.314249396,0.919712681728,0.168794326241,6.02553191489,173.655319149,896.488483004,155057.197163
HT001454,G3,7,3,766,168.236960578,0.909843558193,0.27545691906,5.59399477807,161.356396867,862.105464462,143557.673629
HT001454,G4,7,4,724,166.046996043,0.916470550639,0.175414364641,6.43093922652,185.407458564,779.785935919,152733.223757
HT001454,G5,7,5,442,174.666496434,0.90726982349,0.509049773756,4.80090497738,138.425339367,947.756243011,141297.479638
HT001454,G6,7,6,579,167.834481182,0.915831112687,0.302245250432,5.72884283247,165.196891192,797.362753653,141481.136442
HT001454,G7,7,7,613,159.218105389,0.920375389905,0.265905383361,6.17128874388,177.794453507,835.515951006,147723.367047
HT001454,G8,7,8,843,160.369909541,0.907801992648,0.172004744958,6.57413997628,189.59430605,842.978670715,160795.69395
HT001454,G9,7,9,696,150.415175909,0.917032186876,0.201149425287,6.29597701149,181.343390805,942.676170425,171881.317529
HT001454,G10,7,10,838,151.314944398,0.905778833885,0.212410501193,6.24224343675,179.819809069,880.045320881,162733.853222
HT001454,G11,7,11,774,154.796506534,0.913816692774,0.21834625323,6.59043927649,189.839793282,927.611679455,169511.764858
HT001454,G12,7,12,822,156.031040415,0.912270017086,0.267639902676,5.49270072993,158.240875912,829.045846778,137314.340633
HT001454,G13,7,13,776,159.000287663,0.911475690018,0.181701030928,6.62371134021,190.818298969,714.95470499,137500.126289
HT001454,G14,7,14,765,158.324835288,0.9162031466,0.232679738562,6.4,184.461437908,833.210385792,153692.913725
HT001454,G15,7,15,822,152.798862963,0.908814077983,0.176399026764,5.82238442822,167.823600973,821.05619229,134955.158151
HT001454,G16,7,16,899,152.944273608,0.906996419632,0.230255839822,5.7296996663,164.947719689,797.858985085,134485.532814
HT001454,G17,7,17,495,149.746028861,0.910405940758,0.282828282828,6.05252525253,174.317171717,826.746842011,146300.121212
HT001454,G18,7,18,615,147.400215578,0.908470045022,0.356097560976,4.95284552846,142.806504065,988.93937233,144142.75122
HT001454,G19,7,19,517,160.275927434,0.913427790027,0.257253384913,6.81624758221,196.353965184,829.630521905,167308.367505
HT001454,G20,7,20,616,161.16550482,0.905077502146,0.266233766234,6.95454545455,200.225649351,749.697882176,155073.034091
HT001454,G21,7,21,553,157.80996396,0.920861441276,0.206148282098,5.82820976492,168.036166365,952.728809653,158194.522604
HT001454,G22,7,22,52,184.147088652,0.850981206995,0.326923076923,3.03846153846,87.4615384615,1038.58244036,140137.423077
HT001454,G23,7,23,399,170.470667098,0.907794132694,0.446115288221,7.03759398496,203.037593985,1797.22838327,370166.461153
HT001454,H2,8,2,842,167.496672809,0.914352669271,0.24109263658,4.97268408551,143.40736342,916.874313115,138379.254157
HT001454,H3,8,3,655,165.184977096,0.914128367956,0.282442748092,4.9893129771,143.891603053,877.913374752,128581.439695
HT001454,H4,8,4,585,164.719416974,0.91517184401,0.273504273504,5.92307692308,170.902564103,964.087741828,165174.434188
HT001454,H5,8,5,700,162.491531772,0.918485718587,0.23,7.19857142857,207.454285714,852.829144785,184896.082857
HT001454,H6,8,6,615,168.867493129,0.924345744383,0.243902439024,6.7593495935,194.848780488,800.188838287,160576.078049
HT001454,H7,8,7,644,155.251390418,0.912209377147,0.189440993789,6.33074534161,182.49689441,897.47615139,169092.110248
HT001454,H8,8,8,1010,161.194960395,0.912516280016,0.208910891089,6.38118811881,183.866336634,901.504898758,165253.717822
HT001454,H9,8,9,745,178.560519568,0.918073746424,0.228187919463,6.5288590604,188.365100671,969.730573128,181386.371812
HT001454,H10,8,10,828,165.372054669,0.919554799419,0.194444444444,6.3538647343,183.003623188,815.074104368,157400.128019
HT001454,H11,8,11,755,140.019484572,0.9179697139,0.214569536424,5.53377483444,159.4,1190.2821618,185845.909934
HT001454,H12,8,12,752,162.78072595,0.915923611064,0.212765957447,6.91489361702,199.357712766,762.375433199,155495.110372
HT001454,H13,8,13,651,155.754086907,0.910582601628,0.294930875576,5.57910906298,160.69124424,860.635060807,143451.359447
HT001454,H14,8,14,699,151.735853082,0.909290380643,0.23748211731,5.59370529328,161.204577969,845.079219847,134946.572246
HT001454,H15,8,15,55,128.576039483,0.883420645437,0.163636363636,1.74545454545,49.9090909091,663.972009102,32971.3818182
HT001454,H16,8,16,1041,155.4304583,0.908546887775,0.272814601345,6.87031700288,198.128722382,854.31378501,170270.257445
HT001454,H17,8,17,717,149.365132928,0.90266799348,0.258019525802,6.64156206416,191.230125523,783.568157826,154364.312413
HT001454,H18,8,18,882,151.152926516,0.910509771633,0.199546485261,6.29024943311,181.321995465,921.777471978,166609.986395
HT001454,H19,8,19,810,155.468074193,0.908444022387,0.214814814815,6.0962962963,175.835802469,782.608708128,143244.612346
HT001454,H20,8,20,701,173.073355129,0.910149797473,0.265335235378,6.4607703281,186.229671897,855.699517939,163572.413695
HT001454,H21,8,21,1054,154.854231369,0.907610204179,0.204933586338,6.59392789374,190.207779886,830.242516365,159002.082543
HT001454,H22,8,22,553,157.934039467,0.910944080566,0.218806509946,6.3164556962,181.915009042,788.323055486,146528.717902
HT001454,H23,8,23,993,163.06093195,0.915052946647,0.243705941591,1.84290030211,53.2547834844,653.089816008,35818.9647533
HT001454,I2,9,2,592,163.7441909,0.91388121785,0.326013513514,5.28716216216,152.505067568,885.330393189,138124.994932
HT001454,I3,9,3,697,164.998222229,0.916339601036,0.281205164993,5.8350071736,168.261119082,787.565520878,138881.41033
HT001454,I4,9,4,749,166.241640602,0.909441873911,0.192256341789,6.38985313752,184.168224299,830.582618038,156420.161549
HT001454,I5,9,5,813,159.805621866,0.908749373356,0.20295202952,6.29397293973,181.382533825,825.984355377,152909.96433
HT001454,I6,9,6,709,159.443609114,0.913754316783,0.242595204513,5.97743300423,172.252468265,752.741611282,136418.51763
HT001454,I7,9,7,502,156.15194271,0.935979693707,0.308764940239,4.30079681275,124.111553785,995.277115641,134158.183267
HT001454,I8,9,8,705,157.560293673,0.92638552123,0.321985815603,4.4085106383,127.30212766,1012.71467859,144319.062411
HT001454,I9,9,9,889,157.897945761,0.910316228691,0.197975253093,6.27109111361,180.707536558,838.315204961,153772.934758
HT001454,I10,9,10,679,164.36613073,0.915610239382,0.316642120766,5.81885125184,167.863033873,931.322759218,165591.734904
HT001454,I11,9,11,821,167.540940665,0.913041927766,0.419001218027,5.87088915956,169.222898904,843.606582877,150812.090134
HT001454,I12,9,12,866,151.586119954,0.912444086712,0.213625866051,5.79907621247,167.024249423,732.76330682,119820.026559
HT001454,I13,9,13,816,158.710451766,0.916469473585,0.262254901961,5.64093137255,162.631127451,754.513290079,126071.332108
HT001454,I14,9,14,741,156.329989177,0.910452517262,0.302294197031,5.89473684211,169.912280702,808.451337381,140966.094467
HT001454,I15,9,15,766,150.177614782,0.91192580899,0.266318537859,5.10313315927,147.117493473,814.541268519,123540.942559
HT001454,I16,9,16,644,155.358609981,0.907225777207,0.731366459627,4.71894409938,136.136645963,916.371377602,126903.72205
HT001454,I17,9,17,650,151.909095681,0.907147529375,0.209230769231,6.82461538462,196.604615385,844.098669724,168638.821538
HT001454,I18,9,18,665,175.594261525,0.894973566355,0.324812030075,7.96691729323,229.389473684,1300.35000906,306708.189474
HT001454,I19,9,19,747,165.172916695,0.902617481188,0.291834002677,5.85676037483,168.872824632,806.623542022,131987.204819
HT001454,I20,9,20,848,160.174024602,0.904439967902,0.30070754717,6.03537735849,173.932783019,735.446120739,134446.319575
HT001454,I21,9,21,494,166.092490668,0.919679210689,0.18016194332,6.58502024291,189.623481781,769.624300579,151084.678138
HT001454,I22,9,22,18,198.874005959,0.901805687405,0.5,2.77777777778,80.0555555556,1618.36499803,176010.555556
HT001454,I23,9,23,421,172.450881915,0.906990511664,0.422802850356,7.65083135392,220.475059382,1604.918673,369889.064133
HT001454,J2,10,2,534,212.285049432,0.921353929286,0.26404494382,8.21722846442,236.820224719,2413.07403277,658784.52809
HT001454,J3,10,3,715,157.195149988,0.922793789594,0.317482517483,4.81538461538,138.847552448,872.11528389,128971.142657
HT001454,J4,10,4,716,170.203807348,0.915996207763,0.370111731844,6.30167597765,181.567039106,959.669589174,177091.78352
HT001454,J5,10,5,895,166.587195575,0.922294772233,0.260335195531,6.64916201117,191.792178771,835.664099766,167311.507263
HT001454,J6,10,6,782,163.465908104,0.914209368656,0.317135549872,7.19309462916,207.336317136,910.718553824,194289.819693
HT001454,J7,10,7,745,166.080776025,0.920101703652,0.18255033557,6.76644295302,195.017449664,803.781207533,160276.65906
HT001454,J8,10,8,862,189.324709392,0.915532140296,0.37819025522,7.08236658933,204.378190255,2626.89118056,531157.800464
HT001454,J9,10,9,803,165.5377213,0.916705979134,0.328767123288,6.83312577833,197.104607721,834.802772695,165907.830635
HT001454,J10,10,10,840,157.315543167,0.914004997403,0.166666666667,6.25,180.201190476,789.646795292,143806.479762
HT001454,J11,10,11,1131,172.266214296,0.911498525783,0.206896551724,6.83996463307,197.370468612,824.303504751,163465.837312
HT001454,J12,10,12,773,156.354552002,0.907025710665,0.206985769728,6.60155239327,190.213454075,800.25808976,153454.203105
HT001454,J13,10,13,846,155.296456841,0.911704683913,0.198581560284,5.9621749409,171.829787234,803.267705829,138049.093381
HT001454,J14,10,14,578,157.554576655,0.914364000206,0.370242214533,6.04671280277,174.140138408,854.024035976,150011.785467
HT001454,J15,10,15,841,158.776488581,0.911037753702,0.328180737218,6.2033293698,178.883472057,806.374304609,145239.844233
HT001454,J16,10,16,445,171.642687989,0.895250499182,0.312359550562,5.95730337079,171.835955056,1085.64737768,213986.602247
HT001454,J17,10,17,892,148.209118716,0.904205090891,0.229820627803,6.23206278027,179.487668161,793.036357428,142393.57287
HT001454,J18,10,18,784,152.902945569,0.911335158373,0.200255102041,5.80612244898,167.534438776,796.420995801,133919.86352
HT001454,J19,10,19,649,160.500381963,0.909277349189,0.297380585516,6.71186440678,193.426810478,879.211412692,168954.352851
HT001454,J20,10,20,947,157.35124005,0.91597423857,0.225976768743,5.97254487856,172.267159451,813.738472855,143123.590285
HT001454,J21,10,21,817,158.676558435,0.915918432143,0.281517747858,6.08690330477,175.550795594,895.194531084,155449.215422
HT001454,J22,10,22,804,162.54119452,0.906532098074,0.203980099502,6.09950248756,175.751243781,839.479762734,147141.041045
HT001454,J23,10,23,643,168.270370318,0.915523572499,0.287713841369,2.51632970451,72.6749611198,719.17475554,58614.214619
HT001454,K2,11,2,784,152.064444133,0.906671024871,0.21556122449,5.60841836735,161.525510204,883.472500342,147461.571429
HT001454,K3,11,3,988,160.030886889,0.907253147849,0.214574898785,6.61639676113,190.903846154,944.10489504,195519.379555
HT001454,K4,11,4,927,163.737139132,0.913791358474,0.243797195254,6.26645091694,180.705501618,759.19092304,141614.340885
HT001454,K5,11,5,934,151.878714684,0.915266337835,0.234475374732,5.42505353319,156.414346895,762.652568713,124147.432548
HT001454,K6,11,6,838,159.86667807,0.906348755913,0.27923627685,5.91766109785,170.626491647,890.443247156,150898.4821
HT001454,K7,11,7,729,156.685554899,0.9185857549,0.145404663923,5.44581618656,157.160493827,817.048623685,138459.148148
HT001454,K8,11,8,920,166.492917664,0.914476613548,0.290217391304,7.375,212.660869565,892.635645338,194674.66087
HT001454,K9,11,9,956,160.313366294,0.917500035499,0.220711297071,5.98326359833,172.329497908,821.200123696,144138.933054
HT001454,K10,11,10,1026,164.615108296,0.908150492731,0.308966861598,6.64035087719,191.599415205,850.037739013,161580.891813
HT001454,K11,11,11,1206,159.033293912,0.912836033926,0.14096185738,6.1368159204,177.02155887200001,848.662341817,146351.331675
HT001454,K12,11,12,673,158.223451609,0.916750373807,0.20059435364,6.2808320951,181.153046062,842.00229748,152906.32838
HT001454,K13,11,13,1040,145.59381838,0.903634650901,0.140384615385,6.66442307692,191.995192308,790.782342281,153318.525962
HT001454,K14,11,14,739,160.987328782,0.906800659827,0.230040595399,6.79566982409,195.958051421,750.780946253,158747.55751
HT001454,K15,11,15,1065,152.950487116,0.90883254433,0.199061032864,6.47417840376,186.698591549,843.29151943,153527.687324
HT001454,K16,11,16,708,150.015560759,0.90321229095,0.30790960452,6.2104519774,178.836158192,841.574257318,154865.841808
HT001454,K17,11,17,623,152.413433418,0.905890746361,0.229534510433,6.64847512039,191.672552167,804.939200537,160068.76244
HT001454,K18,11,18,697,138.406075331,0.906489236194,0.157819225251,5.71449067432,164.545193687,879.357222351,150545.428981
HT001454,K19,11,19,800,148.945250049,0.910873126855,0.215,6.245,179.965,835.966178148,156490.60375
HT001454,K20,11,20,695,150.846758066,0.906132666487,0.258992805755,6.7381294964,194.289208633,1631.79706994,309172.094964
HT001454,K21,11,21,730,157.506501478,0.907040222362,0.254794520548,5.24383561644,151.163013699,697.727546386,111220.641096
HT001454,K22,11,22,57,216.279022273,0.881197406005,0.561403508772,4.80701754386,138.385964912,1206.30855712,203849.947368
HT001454,K23,11,23,586,173.684446636,0.904563274688,0.349829351536,7.46757679181,215.549488055,1737.76387445,391315.273038
HT001454,L2,12,2,847,160.525212313,0.918305007026,0.335301062574,6.50649350649,187.669421488,889.13567734,165873.027155
HT001454,L3,12,3,732,167.931556933,0.909387622667,0.370218579235,5.89480874317,170.038251366,859.98979333,155824.18306
HT001454,L4,12,4,847,166.335123638,0.915696356309,0.173553719008,5.59386068477,161.369539551,735.766438144,120977.743802
HT001454,L5,12,5,708,156.476712491,0.908002156936,0.251412429379,5.62288135593,162.105932203,860.113057577,135565.642655
HT001454,L6,12,6,466,213.65724734,0.8891702198,0.403433476395,5.88412017167,169.686695279,839.13693131,140032.712446
HT001454,L7,12,7,909,160.961572144,0.910997870541,0.232123212321,5.99779977998,172.860286029,876.305000333,159140.89549
HT001454,L8,12,8,1051,159.975940695,0.907982026995,0.200761179829,6.67840152236,192.627973359,926.223354806,174254.193149
HT001454,L9,12,9,32,113.747040058,0.881527975844,0.125,1.03125,29.75,1074.30245097,37527.875
HT001454,L10,12,10,757,166.187656712,0.914876310307,0.204755614267,5.5284015852,159.414795244,790.01408003,130654.36856
HT001454,L11,12,11,604,160.76507502,0.914255963412,0.352649006623,6.51158940397,187.697019868,901.966537726,168820.55298
HT001454,L12,12,12,1030,149.616925543,0.912289269685,0.157281553398,6.75048543689,194.559223301,814.983068179,161382.314563
HT001454,L13,12,13,942,161.833328313,0.904856446201,0.247346072187,6.17303609342,177.914012739,958.047096596,170686.308917
HT001454,L14,12,14,681,164.104470797,0.90879995773,0.270190895742,6.32305433186,182.189427313,991.564891121,183457.223201
HT001454,L15,12,15,959,157.080635807,0.905514865412,0.210636079249,6.41188738269,184.927007299,801.247626063,149943.81439
HT001454,L16,12,16,692,180.751431236,0.915031907337,0.465317919075,8.55057803468,246.62283237,2479.21303788,586600.556358
HT001454,L17,12,17,753,147.326268961,0.90173277154,0.286852589641,6.06772908367,174.833997344,834.385647422,150736.192563
HT001454,L18,12,18,831,148.374510718,0.898907460503,0.186522262335,6.24187725632,179.797833935,748.729560972,138157.008424
HT001454,L19,12,19,893,145.990433943,0.906955178627,0.229563269877,5.91265397536,170.449048152,730.027922546,131379.469205
HT001454,L20,12,20,819,153.059859149,0.910210527581,0.20757020757,7.25030525031,208.72039072,814.426965518,170056.161172
HT001454,L21,12,21,1057,161.178622792,0.909459555854,0.297067171239,6.6811731315,192.682119205,829.704278889,162588.731315
HT001454,L22,12,22,857,164.306313569,0.911196617347,0.226371061844,6.63243873979,191.126021004,738.62953042,143846.49825
HT001454,L23,12,23,861,159.768995174,0.907680265902,0.327526132404,2.06039488966,59.4854819977,688.52471245900006,43792.989547
HT001454,M2,13,2,611,147.092487752,0.9124202664,0.166939443535,6.13911620295,176.787234043,929.08930877,165248.379705
HT001454,M3,13,3,1011,163.792759605,0.913084622075,0.192878338279,6.18892185955,178.462908012,839.080179163,148873.374876
HT001454,M4,13,4,755,154.093562942,0.921147611536,0.154966887417,5.73377483444,165.381456954,858.272240131,145490.430464
HT001454,M5,13,5,789,166.755223705,0.914929152985,0.247148288973,4.9721166033,143.599493029,817.8607165,118936.324461
HT001454,M6,13,6,837,166.293434664,0.888020909083,0.21266427718,6.04301075269,174.283154122,889.183072546,157913.732378
HT001454,M7,13,7,735,158.826508121,0.90694900565,0.16462585034,6.43265306122,185.402721088,730.957876699,139403.334694
HT001454,M8,13,8,627,162.355838044,0.924583280954,0.226475279107,5.11323763955,147.583732057,880.904056917,141958.53429
HT001454,M9,13,9,673,165.117314288,0.907189441007,0.224368499257,6.23922734027,180,785.147368353,144611.15156
HT001454,M10,13,10,735,168.380571663,0.913301444125,0.186394557823,7.06394557823,203.669387755,768.010782479,164020.983673
HT001454,M11,13,11,841,157.677798241,0.913884006298,0.32936979786,6.62663495838,190.94411415,781.47399698,153204.657551
HT001454,M12,13,12,626,161.044076944,0.909575919838,0.249201277955,5.85303514377,168.819488818,862.690535959,144495.626198
HT001454,M13,13,13,895,175.960545255,0.916496159086,0.263687150838,6.00893854749,173.373184358,821.800295381,144726.888268
HT001454,M14,13,14,767,152.995249403,0.907166219365,0.229465449804,7.11603650587,204.945241199,838.016455256,170943.288136
HT001454,M15,13,15,1061,157.000170987,0.907467808113,0.168708765316,6.79359095193,195.861451461,846.852315023,161063.752121
HT001454,M16,13,16,864,154.682975782,0.909957290901,0.232638888889,5.40972222222,156.038194444,769.621653877,126850.601852
HT001454,M17,13,17,765,150.759846622,0.905346185049,0.287581699346,6.00392156863,173.05751634,828.970528228,143999.943791
HT001454,M18,13,18,744,148.663978957,0.903296253466,0.194892473118,2.47715053763,71.5403225806,697.25535233,55974.5389785
HT001454,M19,13,19,738,152.867858551,0.905683997649,0.262872628726,6.5,187.37804878,872.794922416,169064.559621
HT001454,M20,13,20,679,160.366749325,0.905357805022,0.351988217968,6.54197349043,188.422680412,763.291733035,149092.030928
HT001454,M21,13,21,735,168.775206335,0.907106009249,0.193197278912,6.06530612245,174.961904762,821.002751936,143789.940136
HT001454,M22,13,22,51,219.273055607,0.912911998032,0.274509803922,4.54901960784,130.843137255,946.855243543,134586.509804
HT001454,M23,13,23,446,167.21465041,0.894318207579,0.461883408072,6.95964125561,200.829596413,1848.76816666,364438.307175
HT001454,N2,14,2,392,187.480433201,0.908702496219,0.377551020408,6.67091836735,192.135204082,1358.3548617,245964.670918
HT001454,N3,14,3,923,153.240544023,0.910746786108,0.193932827736,6.48754062839,186.939328277,852.135933,155118.71506
HT001454,N4,14,4,642,161.58818518,0.909167436258,0.280373831776,5.94548286604,171.400311526,849.89792543,154379.242991
HT001454,N5,14,5,43,132.364520866,0.882336115508,0.372093023256,0.604651162791,17.5348837209,623.891433621,12297.6046512
HT001454,N6,14,6,681,167.867648144,0.9161020235,0.204111600587,6.61820851689,190.860499266,752.776132772,153747.277533
HT001454,N7,14,7,807,162.732762951,0.910683015664,0.263940520446,6.79677819083,195.925650558,837.649890669,169628.513011
HT001454,N8,14,8,786,168.451148719,0.909929826017,0.251908396947,6.68702290076,192.751908397,797.525933778,148528.777354
HT001454,N9,14,9,1131,158.551600174,0.910368761127,0.334217506631,5.97789566755,172.193633952,813.687019481,141029.398762
HT001454,N10,14,10,796,162.033330951,0.912566785785,0.13567839196,6.79396984925,195.858040201,784.389086012,159254.017588
HT001454,N11,14,11,741,166.996736278,0.920978221643,0.23616734143,6.17948717949,178.14439946,843.014921221,146246.121457
HT001454,N12,14,12,721,149.989438736,0.907865884619,0.287101248266,7.19278779473,207.357836338,849.398409746,176348.608877
HT001454,N13,14,13,846,160.501546191,0.905322923929,0.27304964539,7.35224586288,211.917257683,931.513890118,191701.268322
HT001454,N14,14,14,1027,155.321776608,0.907356143374,0.153846153846,6.29503407984,181.537487829,817.932358087,149137.865628
HT001454,N15,14,15,1061,151.474542843,0.910748663632,0.304429783223,5.76154571159,166.122525919,729.705759871,124759.842601
HT001454,N16,14,16,638,163.417851615,0.912323293955,0.327586206897,5.71159874608,164.620689655,958.221119893,158841.974922
HT001454,N17,14,17,977,166.735071449,0.901817388152,0.305015353122,7.06653019447,203.822927329,834.078494438,174854.276356
HT001454,N18,14,18,976,152.269103219,0.905749170421,0.306352459016,6.31967213115,182.159836066,818.228201999,146642.092213
HT001454,N19,14,19,956,146.188636622,0.897151678515,0.332635983264,5.87029288703,169.29916318,789.394702132,139216.631799
HT001454,N20,14,20,980,163.748411529,0.911694716215,0.217346938776,7.23265306122,208.471428571,899.35350697,182327.126531
HT001454,N21,14,21,869,157.440351438,0.906355001382,0.309551208285,6.31990794016,182.156501726,820.441114767,151079.403913
HT001454,N22,14,22,936,166.297598514,0.908444545565,0.284188034188,6.55128205128,188.919871795,763.413426627,144909.225427
HT001454,N23,14,23,430,158.958366598,0.919563182472,0.227906976744,2.56279069767,73.9139534884,626.336628531,49712.4674419
HT001454,O2,15,2,889,154.86712817,0.909236801136,0.219347581552,6.54893138358,188.799775028,845.977390898,160878.064117
HT001454,O3,15,3,625,163.686674485,0.915026823596,0.1904,6.5232,188.1296,848.88701064,161420.9728
HT001454,O4,15,4,833,155.250765115,0.91865348723,0.201680672269,5.97719087635,172.264105642,836.553524782,144299.852341
HT001454,O5,15,5,636,166.446408921,0.917318785105,0.209119496855,6.08647798742,175.70754717,801.732144026,142617.386792
