Run ID,1579271408
Run Date/Time,2020-01-17 09:40:40
Application Name,Labcyte Echo Cherry Pick
Application Version,1.6.5
Protocol Name,200114_Synthego_Reformatting_Random.ecp
Compound Pick List File Name,C:\Users\nci-lrbge_HCS\Documents\R\R_Scripts\191125_CRISPR_Epigenetics_Reformat\Output\sgRNA_Epigenetics_Library.csv
Control Pick List File Name,
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Well,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B17,Destination Plate[2],dest_plate_2,E2,1300,1300,49.27,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I19,Destination Plate[2],dest_plate_2,M7,1300,1300,51.417,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J19,Destination Plate[2],dest_plate_2,J14,1300,1300,54.204,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H19,Destination Plate[2],dest_plate_2,E21,1300,1300,52.202,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M20,Destination Plate[2],dest_plate_2,E19,1300,1300,53.564,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K20,Destination Plate[2],dest_plate_2,G10,1300,1300,51.871,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I20,Destination Plate[2],dest_plate_2,G8,1300,1300,52.429,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J20,Destination Plate[2],dest_plate_2,N9,1300,1300,53.874,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D20,Destination Plate[2],dest_plate_2,H15,1300,1300,54.06,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B20,Destination Plate[2],dest_plate_2,E13,1300,1300,53.585,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C21,Destination Plate[2],dest_plate_2,M11,1300,1300,53.316,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I21,Destination Plate[2],dest_plate_2,M10,1300,1300,50.777,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G21,Destination Plate[2],dest_plate_2,M8,1300,1300,52.264,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O21,Destination Plate[2],dest_plate_2,I7,1300,1300,52.924,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N21,Destination Plate[2],dest_plate_2,H3,1300,1300,50.86,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E21,Destination Plate[2],dest_plate_2,H2,1300,1300,51.913,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K21,Destination Plate[2],dest_plate_2,B9,1300,1300,53.482,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L22,Destination Plate[2],dest_plate_2,D11,1300,1300,52.346,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H22,Destination Plate[2],dest_plate_2,J9,1300,1300,50.757,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C22,Destination Plate[2],dest_plate_2,O8,1300,1300,53.378,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O22,Destination Plate[2],dest_plate_2,N5,1300,1300,52.945,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F22,Destination Plate[2],dest_plate_2,K18,1300,1300,51.025,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I23,Destination Plate[2],dest_plate_2,L19,1300,1300,51.706,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H23,Destination Plate[2],dest_plate_2,E7,1300,1300,48.899,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O23,Destination Plate[2],dest_plate_2,I5,1300,1300,49.477,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B18,Destination Plate[3],dest_plate_3,F9,1300,1300,53.771,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K18,Destination Plate[3],dest_plate_3,D6,1300,1300,52.326,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L18,Destination Plate[3],dest_plate_3,D18,1300,1300,51.995,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N18,Destination Plate[3],dest_plate_3,J18,1300,1300,51.789,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G18,Destination Plate[3],dest_plate_3,H20,1300,1300,52.037,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E18,Destination Plate[3],dest_plate_3,M20,1300,1300,53.771,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N19,Destination Plate[3],dest_plate_3,D17,1300,1300,49.394,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O19,Destination Plate[3],dest_plate_3,C13,1300,1300,52.883,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M19,Destination Plate[3],dest_plate_3,C5,1300,1300,53.44,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O20,Destination Plate[3],dest_plate_3,E10,1300,1300,53.378,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L20,Destination Plate[3],dest_plate_3,I11,1300,1300,52.016,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E20,Destination Plate[3],dest_plate_3,H7,1300,1300,51.892,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C20,Destination Plate[3],dest_plate_3,B9,1300,1300,51.892,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F21,Destination Plate[3],dest_plate_3,J6,1300,1300,52.057,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J21,Destination Plate[3],dest_plate_3,I6,1300,1300,51.562,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M21,Destination Plate[3],dest_plate_3,N10,1300,1300,53.544,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I22,Destination Plate[3],dest_plate_3,N8,1300,1300,52.037,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D22,Destination Plate[3],dest_plate_3,M8,1300,1300,52.346,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E22,Destination Plate[3],dest_plate_3,M14,1300,1300,53.791,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K22,Destination Plate[3],dest_plate_3,D10,1300,1300,48.28,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G22,Destination Plate[3],dest_plate_3,B8,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M22,Destination Plate[3],dest_plate_3,J3,1300,1300,51.954,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B23,Destination Plate[3],dest_plate_3,M2,1300,1300,51.397,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J23,Destination Plate[3],dest_plate_3,K15,1300,1300,50.674,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I17,Destination Plate[3],dest_plate_3,D8,1300,1300,51.582,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D17,Destination Plate[3],dest_plate_3,D5,1300,1300,53.915,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N17,Destination Plate[3],dest_plate_3,G2,1300,1300,52.904,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M17,Destination Plate[3],dest_plate_3,H2,1300,1300,53.894,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G16,Destination Plate[3],dest_plate_3,D2,1300,1300,51.211,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E16,Destination Plate[3],dest_plate_3,I8,1300,1300,54.328,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C16,Destination Plate[3],dest_plate_3,H9,1300,1300,54.122,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M16,Destination Plate[3],dest_plate_3,L8,1300,1300,54.08,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O16,Destination Plate[3],dest_plate_3,N14,1300,1300,53.275,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L15,Destination Plate[3],dest_plate_3,O20,1300,1300,53.915,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C15,Destination Plate[3],dest_plate_3,G19,1300,1300,53.874,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D15,Destination Plate[3],dest_plate_3,N3,1300,1300,54.101,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M15,Destination Plate[3],dest_plate_3,N2,1300,1300,53.647,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N15,Destination Plate[3],dest_plate_3,M6,1300,1300,52.243,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D14,Destination Plate[3],dest_plate_3,K9,1300,1300,53.316,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C14,Destination Plate[3],dest_plate_3,N12,1300,1300,44.584,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H14,Destination Plate[3],dest_plate_3,J13,1300,1300,52.346,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K13,Destination Plate[3],dest_plate_3,M15,1300,1300,51.108,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O13,Destination Plate[3],dest_plate_3,F16,1300,1300,50.22,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N13,Destination Plate[3],dest_plate_3,F12,1300,1300,51.087,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I13,Destination Plate[3],dest_plate_3,B12,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J13,Destination Plate[3],dest_plate_3,B13,1300,1300,50.468,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H13,Destination Plate[3],dest_plate_3,G7,1300,1300,49.539,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,C13,Destination Plate[3],dest_plate_3,G18,1300,1300,52.119,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,J11,Destination Plate[3],dest_plate_3,M19,1300,1300,49.539,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I11,Destination Plate[3],dest_plate_3,K7,1300,1300,49.663,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N11,Destination Plate[3],dest_plate_3,G9,1300,1300,51.087,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M11,Destination Plate[3],dest_plate_3,E3,1300,1300,52.759,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O10,Destination Plate[3],dest_plate_3,F5,1300,1300,53.069,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K10,Destination Plate[3],dest_plate_3,H12,1300,1300,54.225,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D10,Destination Plate[3],dest_plate_3,H6,1300,1300,54.039,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E10,Destination Plate[3],dest_plate_3,L17,1300,1300,53.874,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G10,Destination Plate[3],dest_plate_3,N18,1300,1300,53.853,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F10,Destination Plate[3],dest_plate_3,C18,1300,1300,51.789,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E9,Destination Plate[3],dest_plate_3,E13,1300,1300,53.213,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B9,Destination Plate[3],dest_plate_3,I14,1300,1300,51.273,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L9,Destination Plate[3],dest_plate_3,I16,1300,1300,52.8,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N9,Destination Plate[3],dest_plate_3,D12,1300,1300,52.222,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F8,Destination Plate[3],dest_plate_3,G13,1300,1300,53.069,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I8,Destination Plate[3],dest_plate_3,E6,1300,1300,52.119,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,K8,Destination Plate[3],dest_plate_3,I7,1300,1300,47.392,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O8,Destination Plate[3],dest_plate_3,K3,1300,1300,51.686,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L7,Destination Plate[3],dest_plate_3,J2,1300,1300,52.099,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E7,Destination Plate[3],dest_plate_3,M7,1300,1300,52.16,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D7,Destination Plate[3],dest_plate_3,O6,1300,1300,51.686,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,G7,Destination Plate[3],dest_plate_3,N15,1300,1300,52.016,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H7,Destination Plate[3],dest_plate_3,O19,1300,1300,50.653,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N7,Destination Plate[3],dest_plate_3,C19,1300,1300,51.706,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O6,Destination Plate[3],dest_plate_3,E14,1300,1300,53.172,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L6,Destination Plate[3],dest_plate_3,F14,1300,1300,52.429,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H6,Destination Plate[3],dest_plate_3,L9,1300,1300,51.995,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E6,Destination Plate[3],dest_plate_3,K20,1300,1300,52.057,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B6,Destination Plate[3],dest_plate_3,H19,1300,1300,51.541,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B5,Destination Plate[3],dest_plate_3,N13,1300,1300,51.954,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,D5,Destination Plate[3],dest_plate_3,K6,1300,1300,49.91,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N5,Destination Plate[3],dest_plate_3,G8,1300,1300,48.713,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,M5,Destination Plate[3],dest_plate_3,M11,1300,1300,52.078,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,L5,Destination Plate[3],dest_plate_3,O16,1300,1300,49.931,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,I4,Destination Plate[3],dest_plate_3,I19,1300,1300,51.644,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H4,Destination Plate[3],dest_plate_3,J20,1300,1300,50.777,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,E4,Destination Plate[3],dest_plate_3,E19,1300,1300,51.706,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F4,Destination Plate[3],dest_plate_3,E8,1300,1300,52.016,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H3,Destination Plate[3],dest_plate_3,F6,1300,1300,49.704,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B3,Destination Plate[3],dest_plate_3,G6,1300,1300,49.25,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,F3,Destination Plate[3],dest_plate_3,C20,1300,1300,50.241,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,O3,Destination Plate[3],dest_plate_3,E20,1300,1300,47.351,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,H2,Destination Plate[3],dest_plate_3,E7,1300,1300,51.603,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,B2,Destination Plate[3],dest_plate_3,B2,1300,1300,50.509,100,,AQ,
Source_files/EPR_384_layout_set_1_qc.csv,source_plate_1,N2,Destination Plate[3],dest_plate_3,N4,1300,1300,50.261,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B13,Destination Plate[1],dest_plate_1,I11,1300,1300,50.715,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F13,Destination Plate[1],dest_plate_1,F14,1300,1300,51.025,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,J13,Destination Plate[1],dest_plate_1,G9,1300,1300,50.757,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,O13,Destination Plate[1],dest_plate_1,O10,1300,1300,51.665,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,E13,Destination Plate[1],dest_plate_1,O19,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D13,Destination Plate[1],dest_plate_1,N21,1300,1300,51.871,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G13,Destination Plate[1],dest_plate_1,B19,1300,1300,52.326,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,N13,Destination Plate[1],dest_plate_1,E20,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,N14,Destination Plate[1],dest_plate_1,J18,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,H14,Destination Plate[1],dest_plate_1,L19,1300,1300,51.397,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F14,Destination Plate[1],dest_plate_1,N18,1300,1300,49.931,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G14,Destination Plate[1],dest_plate_1,K11,1300,1300,52.759,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,E14,Destination Plate[1],dest_plate_1,E12,1300,1300,53.089,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D14,Destination Plate[1],dest_plate_1,D5,1300,1300,53.812,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B14,Destination Plate[1],dest_plate_1,H4,1300,1300,42.334,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I14,Destination Plate[1],dest_plate_1,B20,1300,1300,51.335,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F15,Destination Plate[1],dest_plate_1,F21,1300,1300,51.19,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,K15,Destination Plate[1],dest_plate_1,E16,1300,1300,53.461,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,O15,Destination Plate[1],dest_plate_1,B15,1300,1300,53.378,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,L15,Destination Plate[1],dest_plate_1,N17,1300,1300,50.798,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G15,Destination Plate[1],dest_plate_1,M6,1300,1300,50.922,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D15,Destination Plate[1],dest_plate_1,H13,1300,1300,53.688,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,C16,Destination Plate[1],dest_plate_1,I14,1300,1300,54.122,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B16,Destination Plate[1],dest_plate_1,I10,1300,1300,53.688,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D16,Destination Plate[1],dest_plate_1,I2,1300,1300,52.367,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,J16,Destination Plate[1],dest_plate_1,E3,1300,1300,50.344,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,M16,Destination Plate[1],dest_plate_1,D4,1300,1300,53.564,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G16,Destination Plate[1],dest_plate_1,F7,1300,1300,53.275,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,L16,Destination Plate[1],dest_plate_1,H11,1300,1300,50.963,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I17,Destination Plate[1],dest_plate_1,C10,1300,1300,51.954,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,H17,Destination Plate[1],dest_plate_1,J21,1300,1300,52.202,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G17,Destination Plate[1],dest_plate_1,M20,1300,1300,54.122,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B17,Destination Plate[1],dest_plate_1,O16,1300,1300,53.151,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,H18,Destination Plate[1],dest_plate_1,H16,1300,1300,50.199,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F18,Destination Plate[1],dest_plate_1,D11,1300,1300,52.553,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,K18,Destination Plate[1],dest_plate_1,D9,1300,1300,53.502,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,M18,Destination Plate[1],dest_plate_1,D12,1300,1300,53.874,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,J18,Destination Plate[1],dest_plate_1,H7,1300,1300,50.819,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G18,Destination Plate[1],dest_plate_1,H2,1300,1300,54.08,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I18,Destination Plate[1],dest_plate_1,L2,1300,1300,52.016,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,C18,Destination Plate[1],dest_plate_1,E4,1300,1300,53.647,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D19,Destination Plate[1],dest_plate_1,G10,1300,1300,53.44,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B19,Destination Plate[1],dest_plate_1,J14,1300,1300,54.245,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G19,Destination Plate[1],dest_plate_1,I16,1300,1300,53.461,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,H19,Destination Plate[1],dest_plate_1,M17,1300,1300,53.482,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,L19,Destination Plate[1],dest_plate_1,K21,1300,1300,53.296,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F19,Destination Plate[1],dest_plate_1,L4,1300,1300,51.933,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F20,Destination Plate[1],dest_plate_1,N6,1300,1300,52.284,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,K20,Destination Plate[1],dest_plate_1,K14,1300,1300,53.11,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,J20,Destination Plate[1],dest_plate_1,E19,1300,1300,50.406,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,M20,Destination Plate[1],dest_plate_1,C4,1300,1300,52.078,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,N21,Destination Plate[1],dest_plate_1,J2,1300,1300,51.52,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D21,Destination Plate[1],dest_plate_1,N7,1300,1300,53.502,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B21,Destination Plate[1],dest_plate_1,L21,1300,1300,51.913,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,K21,Destination Plate[1],dest_plate_1,M18,1300,1300,53.358,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,L22,Destination Plate[1],dest_plate_1,I18,1300,1300,52.305,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,N22,Destination Plate[1],dest_plate_1,E15,1300,1300,53.027,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,G22,Destination Plate[1],dest_plate_1,D15,1300,1300,52.429,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,H22,Destination Plate[1],dest_plate_1,B13,1300,1300,51.5,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F22,Destination Plate[1],dest_plate_1,I8,1300,1300,52.181,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,C22,Destination Plate[1],dest_plate_1,H3,1300,1300,52.924,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,B22,Destination Plate[1],dest_plate_1,F3,1300,1300,53.461,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,O22,Destination Plate[1],dest_plate_1,N2,1300,1300,50.117,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I22,Destination Plate[1],dest_plate_1,O12,1300,1300,52.14,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I23,Destination Plate[1],dest_plate_1,M8,1300,1300,52.573,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,M23,Destination Plate[1],dest_plate_1,J6,1300,1300,52.078,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,M11,Destination Plate[1],dest_plate_1,M3,1300,1300,52.057,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,O11,Destination Plate[1],dest_plate_1,F10,1300,1300,50.881,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,D11,Destination Plate[1],dest_plate_1,D18,1300,1300,53.275,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,F10,Destination Plate[1],dest_plate_1,N15,1300,1300,54.039,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,I10,Destination Plate[1],dest_plate_1,J11,1300,1300,52.718,100,,AQ,
Source_files/EPR_384_layout_set_2_qc.csv,source_plate_2,J10,Destination Plate[1],dest_plate_1,H12,1300,1300,50.261,100,,AQ,
